"m6v2_plr.pred.obs","m6v2_plr.pred.RB"
"RB",0.632408210415392
"RB",0.67185077784803
"RB",0.754192955312835
"RB",0.803227096854186
"RB",0.581604752140801
"RB",0.332586139800627
"RB",0.749833872798122
"RB",0.467675928608355
"RB",0.586244259694091
"RB",0.223075452088558
"RB",0.437404270767757
"RB",0.728280059524764
"RB",0.756004141615324
"RB",0.0839962444391989
"RB",0.566522000581785
"RB",0.590707331358124
"RB",0.693234514213748
"RB",0.530018219210159
"RB",0.629124971997117
"RB",0.299069639353752
"RB",0.613040121776032
"RB",0.693873739652792
"RB",0.537738393068739
"RB",0.824547305310761
"NRB",0.0872391556281785
"NRB",0.11423800425065
"NRB",0.0922246132386354
"NRB",0.133819795518948
"NRB",0.108249720788705
"NRB",0.270015748347582
"NRB",0.455564411050863
"NRB",0.389771794255248
"NRB",0.170573325372935
"NRB",0.0828211775127286
"NRB",0.412540921281453
"NRB",0.137447186455352
"NRB",0.0400544793562862
"NRB",0.119225082426106
"NRB",0.1195918657412
"NRB",0.0968592065822584
"NRB",0.0469178801275868
"NRB",0.125281063522331
"NRB",0.31596118152732
"NRB",0.0353651903002556
"NRB",0.235443727642483
"NRB",0.439744518661433
"NRB",0.0500449487001466
"NRB",0.233216377097397
"NRB",0.316041045289374
"NRB",0.0968361358190585
"NRB",0.114085950221802
"NRB",0.101718896036589
"NRB",0.0961829639884412
"NRB",0.0484834699860434
"NRB",0.295702524386753
"NRB",0.039045154350082
"NRB",0.114696290460912
"NRB",0.12387753241852
"NRB",0.165560156420331
"NRB",0.325851637845913
"NRB",0.659219022934016
"NRB",0.291609786746656
"NRB",0.554643196114563
"NRB",0.190881186623044
"NRB",0.338419986834776
"NRB",0.0898096575219461
"NRB",0.0894905611710185
"NRB",0.253920981943043
"RB",0.722421672722146
"RB",0.38576432372517
"RB",0.707461067613233
"RB",0.213333841879555
"RB",0.606784245003662
"NRB",0.212212177593698
"NRB",0.124910768737635
"NRB",0.0901842304631019
"NRB",0.123073215466438
"NRB",0.0839685761579358
"NRB",0.0996241965087015
"NRB",0.340978403275159
"NRB",0.120371811235713
"NRB",0.420637259080909
"NRB",0.110454345881206
"NRB",0.0509943851252887
"NRB",0.248176352301913
"RB",0.693748474787736
"RB",0.750283680220612
"RB",0.8358976633263
"RB",0.939037018424121
"RB",0.704248605216128
"RB",0.246494594949656
"RB",0.939886315700943
"RB",0.623845421422424
"RB",0.605851689768795
"RB",0.306198408124303
"RB",0.391745186393154
"RB",0.821703007824736
"RB",0.86147107699001
"RB",0.0236340481747237
"RB",0.782806396393591
"RB",0.705508750482643
"RB",0.79148213690822
"RB",0.505471313223032
"RB",0.781507820183691
"RB",0.166974011739191
"RB",0.688404948386703
"RB",0.855080178498887
"RB",0.737493484699793
"RB",0.947302499648853
"NRB",0.0260335113789003
"NRB",0.0358611951604079
"NRB",0.0330884920586468
"NRB",0.0647505084339308
"NRB",0.0305803983987795
"NRB",0.138532297645059
"NRB",0.585464935735559
"NRB",0.313246874813916
"NRB",0.152270440109998
"NRB",0.0209059221179232
"NRB",0.584183567571126
"NRB",0.0254607294551696
"NRB",0.00791093174245771
"NRB",0.0319826059463283
"NRB",0.101420312270338
"NRB",0.0633642720731021
"NRB",0.0109867183867617
"NRB",0.0290376204153335
"NRB",0.12595552714965
"NRB",0.00481747355729821
"NRB",0.136351043560504
"NRB",0.424949558869311
"NRB",0.00655277095065482
"NRB",0.0781562367486678
"NRB",0.305355132408635
"NRB",0.0271029266915426
"NRB",0.0388840604099974
"NRB",0.0205916945375684
"NRB",0.0385677122089209
"NRB",0.0102730241127521
"NRB",0.323287869894452
"NRB",0.00353936644668438
"NRB",0.0392481927838909
"NRB",0.0903740453314339
"NRB",0.159365533574836
"NRB",0.299323079071145
"NRB",0.805203361377447
"NRB",0.222930550110846
"NRB",0.53830513805747
"NRB",0.0832262410964936
"NRB",0.310060731849837
"NRB",0.0250043218027913
"NRB",0.0401706080416809
"NRB",0.146105593158698
"RB",0.904480651760067
"RB",0.623047081034713
"RB",0.892571527489218
"RB",0.0970309689859914
"RB",0.780021243010259
"NRB",0.121096362384557
"NRB",0.0325916437623056
"NRB",0.0207552698953129
"NRB",0.0352614868555301
"NRB",0.0448266814493896
"NRB",0.0279230169620725
"NRB",0.28602614504325
"NRB",0.019766722139886
"NRB",0.25536315669402
"NRB",0.0137652117696685
"NRB",0.00779042762738205
"NRB",0.17181831186391
"RB",0.691301038035627
"RB",0.746619108378478
"RB",0.834375523376761
"RB",0.934171311680099
"RB",0.699799859344259
"RB",0.252900532524017
"RB",0.934601089797948
"RB",0.615934385015865
"RB",0.607011741466159
"RB",0.296800796017147
"RB",0.397130279421475
"RB",0.817691451789325
"RB",0.856847853596288
"RB",0.0256217110673915
"RB",0.77420680618981
"RB",0.699192938369865
"RB",0.78972141366779
"RB",0.512930409726679
"RB",0.773692855193828
"RB",0.17536546966866
"RB",0.686687309973028
"RB",0.846520173428288
"RB",0.724222414283043
"RB",0.94330779914406
"NRB",0.028081723330502
