"SpMax_L","nHM","F04.C.N.","NssssC","nCb.","C.","nCp","nO","F03.C.N.","SdssC","HyWi_B.m.","LOC","SM6_L","Mi","SpPosA_B.p.","nCIR","B03.C.Cl.","SpMax_A","SdO","TI2_L","C.026","F02.C.N.","SpMax_B.m.","Psi_i_A","nN","SM6_B.m.","nX"
-0.293529320674742,-0.0890832048807242,-0.0775845546483981,-0.0546518588303417,-0.139564411670313,-0.114575356672639,0.0554056520599211,-0.187247393881752,-0.0843101892455371,0.0476769804593908,-0.112315259669706,0.278825788588315,-0.201145772235969,0.077639075074047,-0.0710082424969471,-0.0496202648743447,-0.0756839776138817,-0.243668631413752,-0.137602453472176,0.216970995349193,-0.10945700108631,-0.103362731082998,-0.380913355340527,-0.428554630765137,-0.116949001210966,-0.246002114902919,-0.0626177141545328
-0.254812250948366,-0.104080697797097,-0.0906462065087825,-0.0638527050142224,-0.163060605798104,-0.148349210084066,-0.0462193865405384,-0.0993515193138204,-0.0985041270105851,0.0557035796109498,-0.397730640077154,0.0078631781682673,-0.296579971904146,0.106077664063602,-0.302510146622716,-0.0168075949825412,-0.0884256601753354,-0.0158152298537886,-0.160768344551057,-0.105889034698276,-0.127884499295847,-0.120764235994163,-0.194701884634941,-0.231090449711181,-0.136637805846888,-0.286311928389372,-0.0731596420715793
-0.266273549500728,-0.044774913390766,-0.0389954730467364,-0.0274690638830216,-0.0701477282203575,-0.17598088009588,-0.0676145595036894,0.00863320575247733,-0.0423759049360924,0.0239633573316173,-0.241930102990226,-0.0527635591527337,-0.302248222814291,0.119235577028962,-0.208033386915162,-0.0249400890454087,-0.0380402068747695,-0.293944713114897,-0.00443246601110744,-0.0722191648456964,-0.0550151709316531,-0.0519520748975175,-0.159100178893109,0.230354984180438,-0.0587807927136065,-0.196260903975276,-0.0314728543023446
-0.267041176742738,-0.120460716917918,-0.104911931347967,-0.0739017203569908,-0.18872276888268,-0.233164960684763,0.0749210199316365,0.299653880021446,-0.11400651619574,-0.0238298803830086,-0.0598318423624682,0.368131545855821,-0.171058663739207,0.166832090499669,-0.310824895914492,-0.0670978630419021,-0.102341919722968,-0.279516159118638,0.0279611203615777,0.310570826517719,-0.148010714704263,-0.139769878121505,-0.201855985946244,0.0514658228797217,-0.158141599727691,-0.141448823098629,-0.0846733651861285
-0.117596531928914,-0.132017459670986,-0.114976956970736,-0.0809916928644338,0.0442779246293566,0.228276251097185,0.0821087818535367,-0.277492545349929,-0.124944056777915,0.0706552245561828,-0.234561707681669,-0.170557961540072,-0.140552321269223,-0.158445889878233,0.259372879340279,-0.0213189961226007,-0.112160383943959,-0.0699906478553802,-0.203920889198076,-0.341161443140197,-0.162210545141105,-0.153179100375915,-0.049204530218378,-0.331596779006424,-0.173313365539586,-0.144726710932266,-0.0927967461897419
0.112580993961746,-0.125985900540778,-0.00315298670357718,-0.0772913778774241,0.0422549731104405,0.124336698855794,-0.190251203713039,0.31339813418813,0.121802939425265,-0.365778511178379,0.014254498602595,-0.0353820932877609,0.0496368735707208,-0.0328864884822289,-0.105902856341343,-0.0203449826396068,-0.107036046681973,0.118520292068471,0.479792965529615,-0.0772118577436594,0.0196079413282219,0.0755835663952867,0.0781643219151647,0.371944253549265,0.0702859430438798,0.0573028843369431,-0.0885570868058297
-0.203381411597655,-0.0886438992883988,-0.077201953587056,-0.054382348239122,-0.13887616267188,-0.142795175603428,0.149629175636986,-0.186324000663122,-0.0838944213387226,0.0474418658362804,-0.315720371490732,0.0221418491652588,-0.246661855246584,0.0968632189332771,-0.0475258971403085,-0.0493755671237288,-0.0753107490725452,-0.264995152846946,-0.136923879689284,0.00486338085187879,-0.108917224000823,-0.102853007326836,-0.345900958049658,-0.336211617774561,-0.11637227801923,-0.366665480283653,-0.0623089206839391
-0.295769461172956,-0.0759998255367526,-0.066189947089575,-0.0466253065538726,-0.119067011029577,-0.122427020025853,0.0472683924645728,-0.159746938676922,-0.0719278081902269,0.0406748073543648,-0.274487310926744,0.0442634705444437,-0.302976762464444,0.0830467499619659,-0.0688430718098423,-0.0423326874980185,-0.0645685020232933,-0.28939602067076,-0.117393199664478,0.0540880170155734,-0.0933813842628794,-0.0881821611585275,-0.389539232762246,-0.319400533664549,-0.0997730571170109,-0.365336346790356,-0.053421240935669
-0.302684486211286,0.0401779440429318,-0.0818782088796311,-0.0576763807338968,-0.14728813102932,-0.116554943781726,0.058471890095048,-0.197609966286417,-0.0889760509293565,0.0503155013584227,-0.00373009111000316,0.350595201489168,-0.170297617327958,0.0749677219688764,-0.0360935131616714,-0.0523663302632376,0.477914499303712,-0.242638538363466,-0.14521759490408,0.267843851345774,-0.115514527845111,-0.109082991122868,-0.0694476653876887,-0.345112418791454,-0.123421147325145,-0.0647741979194325,0.0301931310702278
-0.252174319061454,0.0343169936969369,-0.0699342399162183,-0.0492628490893493,-0.125802501461147,-0.0921024948335644,0.0499423136658172,-0.168783648069615,-0.0759966855361835,0.0429757366661217,0.170900364206284,0.377674240790435,-0.0887861676699916,0.0460828895370731,0.00933448085453378,-0.0447274012740675,-0.0682210714780738,-0.193333599399584,-0.124034004420003,0.277943430562902,-0.09866386691488,-0.0931705294528388,0.411635666915967,-0.378310110612293,-0.105417109703273,0.356318849873858,0.025788713517064
-0.308920749688185,-0.0793791319356523,-0.00198658220055031,-0.0486984849549462,-0.124361285186503,-0.195993882042137,0.0493701654619856,-0.166850031983557,-0.0245028357037483,0.0424833988319879,-0.279751033357798,0.0462316307104958,-0.31644852118077,0.155609950602174,-0.147857235443551,-0.0442149960524703,-0.0674395185093662,-0.302263916321334,-0.122613048368231,0.0564930222996465,-0.0975335557599712,-0.0222403479447618,-0.398625862592486,-0.161547133742177,0.0442846153589707,-0.370811226457971,-0.055796598248085
-0.256844323885916,-0.0319765870804866,-0.0278491245475171,-0.0196173894432599,-0.0500969129825088,-0.150154612253019,-0.0141999263052732,-0.0305236472867462,-0.0302633039728633,0.0171137434877385,-0.259274655070501,-0.115175626240611,-0.315531493766483,0.0983598990605893,-0.213934910683869,-0.0178112891519311,-0.0271669087793624,-0.280535553155631,-0.0493926643280625,-0.0925763600046247,-0.0392898002658485,-0.0371022503711874,-0.385356154158274,0.123017154181959,-0.0419790680656974,-0.375371744546279,-0.0224767484749159
-0.323936931986583,-0.0832376345355505,-0.0724935167529449,-0.0510656465278654,-0.130406303952995,-0.17656090148462,0.0517699764343064,-0.0794555150976908,-0.0787778204594166,0.0445484542294017,-0.285411993457407,0.0484788821346936,-0.331830617355616,0.121321428160087,-0.187626422447806,-0.0463642218384268,-0.0707176540994003,-0.316956519761829,-0.128573087919858,0.0592390648438758,-0.102274518142657,-0.0965801493783555,-0.40665782640337,-0.0360592044738456,-0.109274899069133,-0.375577581497681,-0.0585087886456852
-0.269788367121785,-0.0891131808024384,-0.0776106613487519,-0.0546702488270199,-0.139611374191295,-0.143551134408745,-0.0395727222870296,-0.085064090566237,-0.0843385590783907,0.0476930234546528,-0.412550036954787,-0.0857218569195407,-0.29813012778998,0.103911910456869,-0.286137525691104,-0.0143905477406889,-0.0757094447823677,-0.0515220753087971,-0.137648755806925,-0.257994197015419,-0.109493832658547,-0.103397511972833,-0.17311700426788,-0.141941930179149,-0.116988353792741,-0.26499614721169,-0.0626387846099562
-0.267766851231183,-0.0553298691960046,-0.0481880200209882,-0.0339444478277366,-0.0866839114339795,-0.217465503321574,0.0344126312619687,0.0106683432496662,-0.0523653336124567,0.029612328115166,-0.263454013674158,-0.0532242154066059,-0.298060945971929,0.143500565820295,-0.310015664091822,-0.0308193084054912,-0.0470075654239907,-0.287619882820024,-0.0854653327959937,-0.0344030682530478,-0.0679841004912355,-0.0641989295088953,-0.297769169762009,0.189589754501289,-0.0726374062122036,-0.310204368078629,-0.0388920665591453
-0.193342839841814,-0.0789728814447235,-0.0687792479445853,-0.0484492534133809,-0.123724822782247,-0.253606634818961,0.0491174963603328,0.0152270341302079,-0.0747415698479288,0.0422659751689803,-0.305783654962908,-0.0820134640258435,-0.245650970588798,0.171611692321605,-0.332576688963287,-0.0439887103346158,-0.0670943731690942,-0.271419377354543,-0.121985533177787,-0.0803449857708046,-0.097034393650947,-0.0916317808564467,-0.280056871548997,0.211193715609868,-0.103676103930909,-0.323777424877041,-0.0555110396273531
-0.18753843329295,-0.0948014319490671,-0.0825646864372107,-0.05815994701506,-0.148523013885613,-0.262658319473483,0.0589621260302102,0.0182789916421047,-0.0897220377182816,0.0507373530690738,-0.304385206247957,0.023679903791659,-0.251840878660121,0.179086302069792,-0.374496080520249,-0.052805376390289,-0.0805421118717478,-0.259309655619401,-0.146435118116072,-0.0510222715938571,-0.116483016677795,-0.109997557114774,-0.312418727382447,0.183899130660986,-0.124455926284391,-0.3513702082486,-0.0666371284595706
-0.227891356777811,-0.0993265722772757,-0.0865057323117461,-0.0609360856905362,-0.15561243717789,-0.275195743535047,-0.0441082096392148,0.0191514995835788,-0.0940047242016059,0.0531591903535863,-0.318914372567331,0.0248102125371356,-0.276387622722765,0.187634597502303,-0.288692299139912,-0.0553259262737371,-0.0843866145449326,-0.296930306695394,-0.15342488024128,0.00544947766934794,-0.12204308033383,-0.115248051453002,-0.3246178331162,0.097815615781623,-0.130396559453484,-0.346593819995043,-0.069817906968385
-0.321064102039812,-0.06634291992349,-0.0577795321040595,-0.0407008694726,-0.103937780415622,-0.106870850408977,-0.0294610732352074,-0.0633284559925162,-0.0627883128064384,0.0355064694972102,-0.31004779650307,-0.0638181494375559,-0.357388039376809,0.0773602680597873,-0.138002220071958,-0.0369536913669496,-0.0563641156944436,-0.344868750488757,0.00275834910770161,-0.0412507753117755,-0.0815158936845314,-0.0769773090280499,-0.239519271473859,0.140256507675208,-0.0870954096550481,-0.281538140133074,-0.0466332795447624
-0.168757388146162,-0.102165024545198,-0.0889778038474786,-0.0626774542554732,-0.160059368800492,0.00130121900618072,0.172452571743209,-0.0975228896820695,-0.0966910941878827,0.731946239332611,-0.0806168265343034,0.221867011645665,-0.10363404603091,0.00463783044961925,0.0474237843591543,-0.0569069734930873,-0.0867981281202593,-0.175232300211164,0.0191921647873139,0.194417805610839,-0.125530701523361,-0.118541491320304,-0.15032964280954,-0.0572495459784731,-0.134122897747699,-0.0918377370770981,-0.0718130910549028
-0.226285912911802,-0.074743984277319,-0.0650962068615186,-0.0458548576312527,-0.117099516182947,-0.120404003500063,0.0464873170199272,-0.0713477960341562,-0.0707392540246357,0.0732744014169431,-0.344062206016445,-0.109192769493259,-0.274692049273506,0.0871564692391934,-0.0693308994643089,-0.0416331709503521,-0.0635015549832444,-0.325468864779595,0.00659701037311944,-0.216393512516527,-0.0918383255204138,-0.0867250157565904,-0.162594497539791,0.165695861823192,-0.0981243806783161,-0.238066569467783,-0.0525384941921951
-0.0791241279134026,-0.154823399485901,-0.13483915979839,-0.0949829609707714,-0.242557917521927,-0.249402775538805,0.09629302643675,0.0298520345845143,-0.14652807033347,-0.194051011032021,-0.30670679309816,0.0170101296869241,-0.205225056318189,0.180534406685288,-0.328787237106692,-0.0862382320160465,-0.131536025410009,-0.190326865588801,0.0328855774275082,-0.123398275947636,-0.190232323010882,-0.179640701385223,-0.206550961832138,0.224039376612173,-0.203253149212645,-0.293189739720517,-0.108827330431383
-0.228043342112865,-0.102869021228655,-0.0895909302974432,-0.0631093507887519,-0.161162302659642,-0.0869720282638932,-0.155342423473802,0.0198345314053939,-0.0973573712228187,-0.123997353832346,0.184690779884802,0.600059300025647,0.0213503878323575,0.0590355875657875,-0.073048816957917,-0.0572991069143151,-0.0873962349048365,-0.224236984238376,0.0258876474038264,0.435204869168188,-0.126395705940851,-0.119358334629578,-0.184557678641479,-0.216787956521768,-0.135047109097037,-0.0105275977224573,-0.0723079392493464
-0.220440519791112,-0.0900412089184166,-0.0784189017816793,-0.0552395869155286,-0.141065292448877,-0.201434766159711,-0.0399848341494664,0.0173611565925396,-0.0852168640988271,-0.0106119990105998,-0.324824664392397,-0.0935079398570864,-0.280079819289355,0.137756082739071,-0.246039885440756,-0.0501538830144267,-0.0764978858723441,-0.309459759018579,0.0102201737001892,-0.0916056184982925,-0.11063410567224,-0.104474297666812,-0.15764203992955,0.213705425714248,-0.118206675039767,-0.23889387023718,-0.0632911073387074
-0.255565180632307,-0.1113882235138,-0.0970104940203418,-0.0683358156567171,-0.174509122146195,-0.215604152298362,0.0692783467303577,0.0214771482326504,-0.105420120624833,-0.0030330283985637,-0.333140173202636,0.0278230229449244,-0.309950555933304,0.154267139207831,-0.241391675129764,-0.0620443905451971,-0.0946340427037399,-0.332987826035899,0.0171113934997361,0.00611123109103466,-0.136863294472585,-0.129243116121444,-0.190821423174035,0.182826501971192,-0.146231172352236,-0.270085359589563,-0.0782961945465159
-0.264419441561455,-0.115247357974078,-0.100371500495467,-0.0707033648711042,-0.180555130832417,-0.097437463245431,-0.0511781944079959,0.022221241281615,-0.109072485367499,-0.0393870626516821,-0.320975268759041,0.028786973919711,-0.320689041867021,0.0747489504380186,-0.129456834961165,-0.0641939682839091,-0.0979127151144568,-0.34452445669371,0.0162695008565677,0.00632295960015497,-0.141605033225434,-0.1337208476755,-0.175537909855185,0.262948564236976,-0.151297468757632,-0.232865947815656,-0.0810088290867884
-0.274688330179061,-0.123320834217246,-0.107402871443888,-0.0756563802515283,-0.193203642563899,-0.261584051285513,-0.0547634040300168,0.165273262119668,-0.116713390416236,-0.020122387718487,-0.234291830104745,0.176328193000663,-0.27606122311741,0.17974393208807,-0.318204859147424,-0.0686909779074299,-0.104771839638234,-0.318278527336803,0.0236141577922805,0.160559263526938,-0.151524955831517,-0.14308845580034,-0.207964227545303,0.163356128382595,-0.161896380013722,-0.229059714661155,-0.086683777897902
-0.252877296335515,-0.135478034793153,-0.117990849208225,-0.0831147290001642,-0.212250022273815,-0.114541767097951,-0.0601620837522081,0.0261219879780221,-0.128219216712259,-0.0145225737690541,-0.310102999935434,0.0688902261162756,-0.32277167932778,0.0878704821196099,-0.216997222363472,-0.0754626641474427,-0.115100445321723,-0.326186365948469,0.0277457951653338,0.039330070189189,-0.166462571944737,-0.157194385818597,-0.199347718748729,0.225346169900319,-0.177856430696422,-0.256227102902971,-0.0952292283181101
-0.265695244554,-0.153707332634456,-0.133867152227006,-0.0942982625689566,-0.240809403717162,-0.129953977578312,-0.0682572155213316,0.0296368418787696,-0.145471801561125,0.00974480595008776,-0.174812572789896,0.357739853985804,-0.26281550346153,0.0996939278350942,-0.172658750213219,-0.0856165712567562,-0.130587828960258,-0.296827826234329,0.0449269643373538,0.258944271397255,-0.188861005816642,-0.178345735426253,-0.223011946090985,0.0440648323371837,-0.201787969510861,-0.220974544098369,-0.108042832891418
0.252059198915134,-0.103938082949737,-0.0905220000499607,0.153499320595768,-0.16283717471147,-0.14814593704305,0.507847732289063,0.139296706323816,-0.0983691533667169,-0.00227606719371145,0.0242499237429833,0.148888485713035,0.163485747937872,0.105932312906385,-0.155177833821983,-0.0578945853306801,-0.0883044963832434,0.0881947338105165,0.0421332465393627,0.190877685648808,-0.127709267684868,-0.120598760805704,-0.0953780313611602,0.00809162315228027,-0.136450580163,-0.0409143336132307,-0.0730593962872232
-0.185498780477878,-0.116980894621321,-0.101881276315983,-0.0717668762282585,-0.183271019002419,-0.139602981093776,0.0727567306735915,0.29099759538659,-0.110713140337073,-0.039667702729986,0.101411860559871,0.489055010571776,-0.0110514047811916,0.101952870598835,-0.1873700725079,-0.0651595660946385,-0.0993855061863368,-0.166500821952783,0.273795950493087,0.373711905865011,-0.143735038796456,-0.135732260292855,-0.170326307751647,-0.0154163154307712,-0.153573266757144,-0.0327471635292427,-0.0822273539748278
-0.113951666137117,-0.171839863993209,-0.149659179152851,-0.105422430647352,-0.269217183551377,-0.0775265087435667,-0.0763093759465281,0.230297946528051,-0.162632804607703,0.13502407502683,-0.153963130140486,0.370908379871931,-0.0936621383246574,0.0599016560860118,-0.3013967438884,-0.027749764336547,-0.145993001004487,0.0451713427244298,0.0524255865617074,0.221981384439434,-0.211140542203888,-0.199384807439863,-0.126938299435479,0.13867193133471,-0.225592472668016,-0.0974532796121009,-0.120788419077285
-0.110745878194878,-0.156910911721889,-0.136657220872518,-0.0962636336203533,-0.245828370324566,-0.194533746085958,0.0975913629388197,0.210290324478047,-0.148503735128021,0.0404801348640422,-0.211987980364624,0.195774258913469,-0.193098780294751,0.136753253000094,-0.302510179615745,-0.0874009978843924,-0.133309549718534,-0.217559198616791,0.0416580861244023,0.158923583889933,-0.192797260244429,-0.182062829845574,-0.128034799706713,0.319181784544331,-0.205993648629358,-0.190583430799154,-0.110294669248641
-0.0811099566250396,-0.116196853622191,-0.101198437482052,-0.0712858731249347,-0.182042681731488,-0.0712888322621265,0.0722690932692493,0.422368705085373,-0.109971107704755,0.00364999490069881,0.103926271038706,0.37503990384484,0.0579496558698496,0.0579809135884956,-0.13557711394112,-0.0647228471631489,-0.09871939475146,-0.136360405248113,0.260087115069863,0.369247220848267,-0.14277168350846,-0.134822542023742,-0.0895161107724134,0.133639588437813,-0.152543972718167,0.0250129925379835,-0.0816762416160538
-0.174591889469959,-0.127009111252886,-0.110615074368257,-0.0779191097542318,-0.198981973229545,-0.107381599258192,0.0789938197210039,0.3159434374854,-0.120204052155237,-0.295284802861976,-0.0368974616176646,0.297613939964176,-0.102855763052029,0.0823775740208648,-0.220004326403367,-0.0707453862965697,-0.107905353716145,-0.174929971762051,0.270914604943966,0.246766192835745,-0.156056761170551,-0.147367942465699,-0.0984224916259469,0.208465767711596,-0.16673837369912,-0.0691180381112379,-0.0892763145881757
