"SpMax_L","J_Dz.e.","nHM","F04.C.N.","NssssC","nCb.","C.","nCp","nO","F03.C.N.","SdssC","HyWi_B.m.","LOC","SM6_L","F03.C.O.","Me","Mi","SpPosA_B.p.","nCIR","B03.C.Cl.","SpMax_A","Psi_i_1d","SdO","TI2_L","C.026","F02.C.N.","nHDon","SpMax_B.m.","Psi_i_A","nN","SM6_B.m.","nX"
-1.58457869258678,-0.413949100754847,-0.48090374071269,-0.418829818728446,-0.29503073428491,-0.753419768995559,-0.618519705158083,0.299099985995308,-1.01082995697118,-0.455137255587744,0.257377788321669,-0.606318874434275,1.50520364549997,-1.08585848955858,-0.812463213045952,-1.34673209059273,0.419124139938319,-0.383328479076808,-0.267868348755269,-0.408569808363582,-1.31541244500702,0.0935728657818251,-0.742828400646503,1.17128883530054,-0.590888948596745,-0.55798984886824,-0.776991632561115,-2.05630969065324,-2.3134947301306,-0.631333507031648,-1.32800944283994,-0.338033336498299
-1.17735725503473,-1.31636680983905,-0.48090374071269,-0.418829818728446,-0.29503073428491,-0.753419768995559,-0.685445923895309,-0.213556176613283,-0.459052622577995,-0.455137255587744,0.257377788321669,-1.83771012932708,0.0363317298504465,-1.37034455886542,-0.592983860416851,-0.548806422850378,0.490130701791596,-1.39774486714159,-0.0776593111937544,-0.408569808363582,-0.0730740988280544,-1.27275492644716,-0.742828400646503,-0.489259141845195,-0.590888948596745,-0.55798984886824,-0.776991632561115,-0.899617956321627,-1.06775092847412,-0.631333507031648,-1.32290117463983,-0.338033336498299
-2.85990382360302,-0.387096982333753,-0.48090374071269,-0.418829818728446,-0.29503073428491,-0.753419768995559,-1.89011786116538,-0.726212339221875,0.0927247118151854,-0.455137255587744,0.257377788321669,-2.59844369778279,-0.566705573462883,-3.24628882487423,-0.812463213045952,2.09579931494534,1.28064647537855,-2.23437693977235,-0.267868348755269,-0.408569808363582,-3.15710520455915,6.84259665809432,-0.047606780759581,-0.775667977787855,-0.590888948596745,-0.55798984886824,0.00649038356554627,-1.70881114855564,2.47412144870907,-0.631333507031648,-2.10793490662182,-0.338033336498299
-1.0660828202393,0.537764737246349,-0.48090374071269,-0.418829818728446,-0.29503073428491,-0.753419768995559,-0.930842059265139,0.299099985995308,1.19627938060155,-0.455137255587744,-0.0951337407757053,-0.238860912852189,1.46965618340992,-0.682901060015712,-0.592983860416851,0.0848299696950093,0.666027717956201,-1.24087635352333,-0.267868348755269,-0.408569808363582,-1.11588549320515,-0.0271723809732948,0.111626493021481,1.23986205669333,-0.590888948596745,-0.55798984886824,-0.776991632561115,-0.805850249031334,0.20546205746542,-0.631333507031648,-0.5646925395097,-0.338033336498299
-0.4283722186474,0.107936288732501,-0.48090374071269,-0.418829818728446,-0.29503073428491,0.161292450546463,0.831548367481823,0.299099985995308,-1.01082995697118,-0.455137255587744,0.257377788321669,-0.854444578264083,-0.621296318815458,-0.511993922869555,-0.812463213045952,-1.11943625239291,-0.57717533220903,0.944824936224511,-0.0776593111937544,-0.408569808363582,-0.254956915944614,0.284223255395173,-0.742828400646503,-1.24275845484336,-0.590888948596745,-0.55798984886824,-0.776991632561115,-0.179238736308066,-1.20791698181355,-0.631333507031648,-0.527200090365528,-0.338033336498299
0.429735556891406,0.747657844749242,-0.48090374071269,-0.0120353396186335,-0.29503073428491,0.161292450546463,0.474608534216616,-0.726212339221875,1.19627938060155,0.464936861569299,-1.39622174817147,0.0544111814937019,-0.135057819512289,0.18947007621473,0.94337160798686,1.32564854693363,-0.125531787780409,-0.404244280892576,-0.0776593111937544,-0.408569808363582,0.452406591225183,0.0554427878591557,1.83142900039156,-0.294727196114168,0.0748459334889211,0.288511806955212,0.00649038356554627,0.298362869479248,1.41975714822578,0.26829012440468,0.218732186006347,-0.338033336498299
-1.10336844852153,-0.505576361624859,-0.48090374071269,-0.418829818728446,-0.29503073428491,-0.753419768995559,-0.774680882211611,0.8117561486039,-1.01082995697118,-0.455137255587744,0.257377788321669,-1.7128207230045,0.120122176205562,-1.33817002446257,-0.812463213045952,-1.37554472325023,0.525494531450306,-0.257833668182195,-0.267868348755269,-0.408569808363582,-1.43763035355898,-1.1265896277436,-0.742828400646503,0.0263844219732454,-0.590888948596745,-0.55798984886824,-0.776991632561115,-1.87655400966724,-1.82398818144062,-0.631333507031648,-1.98920402277138,-0.338033336498299
-1.87153903659776,-0.94364651634377,-0.48090374071269,-0.418829818728446,-0.29503073428491,-0.753419768995559,-0.774680882211611,0.299099985995308,-1.01082995697118,-0.455137255587744,0.257377788321669,-1.73687207398922,0.280085755610782,-1.91714464328226,-0.812463213045952,-1.37554472325023,0.525494531450306,-0.435617983616231,-0.267868348755269,-0.408569808363582,-1.83120984693095,-1.1265896277436,-0.742828400646503,0.342252492381607,-0.590888948596745,-0.55798984886824,-0.776991632561115,-2.46488558186393,-2.02106926351603,-0.631333507031648,-2.31173709345989,-0.338033336498299
-1.54831536041726,-0.299910675333755,0.205521362162687,-0.418829818728446,-0.29503073428491,-0.753419768995559,-0.596210965579007,0.299099985995308,-1.01082995697118,-0.455137255587744,0.257377788321669,-0.0190804538206241,1.79339199887286,-0.871119693155606,-0.812463213045952,-1.09141942206697,0.383480755531282,-0.184628361827005,-0.267868348755269,2.44466563020854,-1.24116363107922,0.0427327618849325,-0.742828400646503,1.37009581965326,-0.590888948596745,-0.55798984886824,-0.776991632561115,-0.355244130317992,-1.76534603994395,-0.631333507031648,-0.331338043956961,0.154446265813878
-1.51024912070267,-0.189731604393865,0.205521362162687,-0.418829818728446,-0.29503073428491,-0.753419768995559,-0.551593486420856,0.299099985995308,-1.01082995697118,-0.455137255587744,0.257377788321669,1.02350677789442,2.26185676713101,-0.531732303880981,-0.812463213045952,-1.20400996885628,0.275986244998415,0.0559033590543375,-0.267868348755269,-0.408569808363582,-1.15785738842165,0.0236677229235978,-0.742828400646503,1.66457799182323,-0.590888948596745,-0.55798984886824,-0.776991632561115,2.46524866736409,-2.26566493381077,-0.631333507031648,2.13396126819972,0.154446265813878
