"SpMax_L","J_Dz.e.","nHM","F04.C.N.","NssssC","nCb.","C.","nCp","nO","F03.C.N.","SdssC","HyWi_B.m.","LOC","SM6_L","F03.C.O.","Me","Mi","SpPosA_B.p.","nCIR","B03.C.Cl.","SpMax_A","Psi_i_1d","SdO","TI2_L","C.026","F02.C.N.","nHDon","SpMax_B.m.","Psi_i_A","nN","SM6_B.m.","nX"
-0.290278109099534,-0.0725703430464561,-0.0881435012791751,-0.0851864114197278,-0.0521843388031742,-0.13835663649378,-0.113429711116609,0.0550526119248671,-0.185247840145271,-0.0907628370812839,0.0476876111989523,-0.112819806110554,0.275171702599285,-0.199411462083859,-0.149023809615935,-0.245076470886786,0.0735122376727518,-0.0700115038578892,-0.143634334344122,-0.0743852842273813,-0.241809691663045,0.0168710340865023,-0.135333065296774,0.215224030994967,-0.108143994892709,-0.10365988903542,-0.142436191728927,-0.378036794051239,-0.424115313898436,-0.11784708861951,-0.244155704429808,-0.0591143707314319
-0.254415803611422,-0.287312931834064,-0.10390478136483,-0.100418922840231,-0.0615156220858345,-0.1630967213309,-0.148234578027599,-0.0462044027489064,-0.0997713210056505,-0.10699249072388,0.0562148172415384,-0.393721329872154,0.00665723989296969,-0.296507656163023,-0.12848272533645,-0.118502039152019,0.101645245929452,-0.29787587099997,-0.0323051877287368,-0.0876864043547227,-0.0161564284427441,-0.276185847754143,-0.159532493683863,-0.11092191839472,-0.127481640531348,-0.122195714377329,-0.167905757602685,-0.194901765821264,-0.231201317842172,-0.138919781944093,-0.286707714961344,-0.0696848398036135
-0.26557065510991,-0.0342972979272881,-0.0447190740397045,-0.0432188123250281,-0.0264754097214824,-0.0701944055030591,-0.176299394078256,-0.0677019876381014,0.00810418677715426,-0.0460479782693919,0.0241940220780228,-0.237422901961521,-0.0532733064688861,-0.301976934179169,-0.0756063314842286,0.192061562040787,0.115561251742772,-0.20342861581385,-0.0728720136931525,-0.0377389255538303,-0.294239389121458,0.63798312069409,-0.00463320274607634,-0.0732953213437061,-0.0548662039103621,-0.052591219834124,0.000691522902007737,-0.159375320106388,0.229355600676329,-0.0597890100218266,-0.196574293593648,-0.0299913196456381
-0.262497870279705,0.133508010311465,-0.118363221694735,-0.114392302936964,-0.0700755741843053,-0.185791771379522,-0.229518552518889,0.073927225666911,0.291660080354194,-0.121880588485691,-0.0208173134106129,-0.0615631944453254,0.360754559800236,-0.168645390329375,-0.146361207859579,0.0191507102163356,0.158083872156833,-0.301662987039959,-0.192878911232513,-0.099888043475209,-0.275518362822412,-0.00715026753911642,0.0265517166736076,0.307217840998776,-0.1452208212367,-0.139199353879646,-0.191269989214144,-0.198868365661124,0.0495262543467458,-0.158250589934821,-0.139529038726046,-0.0793815456237421
-0.117749334272806,0.0339953237066309,-0.131573435272216,-0.1271593325242,-0.0778965280945221,0.0459116190935499,0.229112321875313,0.0821780524547221,-0.276522878612154,-0.135483366289403,0.0711841795970764,-0.235547091709802,-0.171694285526457,-0.140729091766544,-0.222450597990413,-0.304365597621364,-0.15656486385688,0.259195646566808,-0.0409076894321098,-0.111036290111714,-0.0703084118641988,0.0774973813486857,-0.202014170626356,-0.33604256382335,-0.161428542156816,-0.154735034374556,-0.212617138880261,-0.0490647786692726,-0.33105869633491,-0.175912529698449,-0.144818495046361,-0.0882411149797091
0.112278745976399,0.196112570036634,-0.126863566721264,-0.00057833713870184,-0.0751081049820476,0.0442681437944167,0.126346344558488,-0.192063807454122,0.312605871436748,0.140484589416733,-0.357994452339259,0.0113911251628841,-0.037134945755673,0.0492726417082735,0.246435518321596,0.344052981144461,-0.0345632202293716,-0.106231887566099,-0.0394433373039635,-0.107061579489243,0.119139814367729,0.0141940102332001,0.477787099913776,-0.0855681795927673,0.0204473144705222,0.0803781881697388,0.00196178171623699,0.0790957550861262,0.372934304830905,0.0738461939498304,0.0576281892898314,-0.0850823918568842
-0.201402930428531,-0.0891821126556572,-0.0877544742666855,-0.0848104357135398,-0.051954019867249,-0.137745990579196,-0.141547050573364,0.1486419477313,-0.18443023688722,-0.09036224946175,0.0474771388595482,-0.310426937299103,0.0209293882249712,-0.244551872032465,-0.148366083446639,-0.249191388325651,0.0921504668982572,-0.046992760283096,-0.143000394970601,-0.0740569799908102,-0.263083668723039,-0.206507308811798,-0.134735764108151,-0.00143941262064519,-0.107666694415178,-0.103202379447518,-0.141807540434906,-0.343459609737864,-0.333053750629382,-0.11732696291369,-0.364028473226058,-0.0588534656538357
-0.293336648135906,-0.147234668705216,-0.075437263997137,-0.0729064504356943,-0.0446617582201851,-0.118411975488465,-0.121679519037044,0.0471165583308787,-0.15854362510149,-0.0776790120957857,0.0408132518359368,-0.270517250398399,0.0431123834254728,-0.301006691666793,-0.127541433057555,-0.214214907034908,0.0792162354905966,-0.0680418340217905,-0.122928872142847,-0.0636623488099264,-0.288004626435047,-0.177521961157574,-0.115824264139444,0.0485184357743547,-0.0925546066815225,-0.0887169025690428,-0.121903446564591,-0.387842237979004,-0.317175017879036,-0.100858960745463,-0.363652250455398,-0.0505927984045859
-0.298084806907537,-0.0541386863948634,0.0398779015415871,-0.0895221734210691,-0.0548403829946956,-0.145398621678335,-0.11488757178148,0.0578546435972936,-0.194676463005963,-0.0953824243322597,0.0501147839032044,-0.00586667160933611,0.344748531329374,-0.168217564812283,-0.156608725569775,-0.20894439890717,0.0705466466875672,-0.0355982246423117,-0.150944940326439,0.476253703580298,-0.239790571072693,0.00790848422802752,-0.142221158741017,0.267706479558778,-0.113648236894626,-0.10893590196345,-0.14968581543559,-0.0685546247402278,-0.340278524251913,-0.123845192311044,-0.0641355481409787,0.0246846894576306
-0.249217601657303,-0.0281864528224288,0.0341790790444201,-0.0767288478907566,-0.0470033204542431,-0.124620172857164,-0.0910719411188978,0.0495868227804434,-0.166855876561857,-0.0817516292150155,0.0429530415118599,0.168817715511297,0.372906284602547,-0.0881740694978253,-0.134228276899502,-0.197456379266978,0.0431280252905938,0.00902683971433148,-0.12937388496715,-0.0670000891418191,-0.191745736217263,0.00362166366743425,-0.121896790916365,0.283314280311327,-0.0974071333224374,-0.0933682230019313,-0.128294697559903,0.40839880946482,-0.374123550108588,-0.106146874675846,0.353026826981811,0.0211570799752204
-0.306672324485517,-0.143959482951559,-0.078866794346512,-0.000359532664576292,-0.046692171932941,-0.123795222999703,-0.195184468421996,0.0492585722135665,-0.165751338440698,-0.0250287965344233,0.0426687046772984,-0.276120791722573,0.0450723594314579,-0.314691063683193,-0.133339724144706,-0.1778993374124,0.14966569770027,-0.145556403115169,-0.128517466896818,-0.0665565677381795,-0.301097898311356,-0.200225960803548,-0.121089869067471,0.0507241818363893,-0.0967623259938348,-0.0213908737302381,0.129884570260518,-0.397266640476291,-0.160907082924647,0.0459076844679138,-0.369458134289509,-0.0528928491804852
-0.255522083240551,-0.2439402688588,-0.0318652537873143,-0.0307962195706597,-0.0188654543506228,-0.0500180872219914,-0.150119543895653,-0.0141698485896968,-0.0305976146889501,-0.0328121846316432,0.0172398170178475,-0.250130828938321,-0.115270462298116,-0.314463219182862,-0.0538744370810025,0.00834378225035067,0.0952017232568908,-0.206874278373287,-0.0519260575087769,-0.0268914432209766,-0.280153391946524,-0.462677684504577,-0.0489250189624105,-0.0905863187150234,-0.0390957449252627,-0.0374746705513375,0.000492755121732888,-0.38523679859314,0.122143729131838,-0.0426035650100051,-0.375038982833608,-0.0213707692399043
-0.320846226979373,-0.142247617571648,-0.0825118909653404,-0.0797437336705148,-0.048850209158224,-0.129516839461007,-0.175375271977057,0.0515352243396197,-0.0792294661723118,-0.0849638737771042,0.0446407837054589,-0.281238060121173,0.0471555315234334,-0.329235579429165,-0.102029497436384,-0.139407730933024,0.116052129959413,-0.183966189529563,-0.13445733788977,-0.0696327054464949,-0.315014159776846,-0.220415675670217,-0.12668644841331,0.0530685720862618,-0.101234525355209,-0.0970369152284925,0.00127594015564449,-0.404345178342344,-0.0363652095619945,-0.110317674991805,-0.373358938833629,-0.0553374717533376
-0.270385217661833,-0.164961734314081,-0.0893427268147912,-0.0863454046339692,-0.0528943263886888,-0.140239030647602,-0.144108885347358,-0.0397289448879338,-0.0857885629464968,-0.091997699667104,0.0483364191116444,-0.408186008457206,-0.087071067759079,-0.299246861626892,-0.151051334678052,-0.0589999827649062,0.100219907736682,-0.282592725096667,-0.0277776780244112,-0.075397324037747,-0.0520379313557153,0.406666418273452,-0.137174322625583,-0.253982873638242,-0.109615334677455,-0.105070220870964,-0.144374089768355,-0.174038782830079,-0.142823208053669,-0.119450442649241,-0.266484132233233,-0.0599186440116421
-0.266990435939272,-0.124582726717324,-0.0552329273857205,-0.0533799407547198,-0.0327000147935867,-0.0866977365987496,-0.21774895478885,0.0344973466303504,0.0100095534041124,-0.0568742688579462,0.0298822525577674,-0.259346564017895,-0.0538285558812625,-0.297703300515813,-0.0933820546700368,0.0548880016764235,0.1389830730488,-0.301750436520554,-0.0900048743672895,-0.0466116837052378,-0.287800306805374,-0.467438226259524,-0.0848030910951541,-0.0377352103316818,-0.0677657380343018,-0.0649558849014984,0.0909623003846862,-0.298162365550956,0.188521052662731,-0.0738459397899797,-0.310516398367703,-0.0370425465142392
-0.192203775721878,-0.0385543181335824,-0.0784970548621214,-0.0758635896427849,-0.0464732719545836,-0.123214852232751,-0.252781400478636,0.0490276405617481,0.0142255806436049,-0.0808297299110649,0.0424686673232038,-0.301293608800652,-0.0825174081656447,-0.244485668318123,-0.0970649801394413,0.016633123972935,0.165275927911555,-0.324260654263466,-0.127914957534806,-0.0662445404617797,-0.270514164597766,0.410357359843902,-0.120522181409758,-0.0837982987815546,-0.0963086895449611,-0.0923153253334311,0.129275651710749,-0.279198908823453,0.208963461504638,-0.10494987431243,-0.322751628224383,-0.0526448794874606
-0.185861733280363,-0.00630043809399179,-0.0938832512724532,-0.0907336009150161,-0.0555824912925569,-0.147366177660858,-0.260777879586751,0.0586375413222696,0.0170139346553315,-0.0966731536215491,0.0507929446845339,-0.300071698527348,0.0223910977773317,-0.249797514828111,-0.0734533674531113,-0.0277747577236557,0.17162562678039,-0.364190915014723,-0.152987549925779,-0.0792291232903637,-0.257555914083931,-0.280654648927327,-0.144145716817925,-0.0564702801055599,-0.115186141902419,-0.11041003894732,0.154614953571041,-0.31030794147778,0.181076402772826,-0.12552108405077,-0.348982566935308,-0.0629637947284855
